 step:           50
   1.44506734092400        3.08066031696493       0.806465662075781     
   5.46645836067383       0.361729851085881      -0.778169893151161     
  0.781415819937974        1.69195344981479       0.207506876240713     
 step:          100
   1.73233840594613        3.14452127716521       0.737682109589154     
   5.06556274974460      -0.173308615683452       -1.47306293273867     
  0.993181360685822        1.94148669269720       0.155174688310713     
 step:          150
   1.97600737044005        2.60562442427091        1.24285348339442     
   4.99543900051416       0.955013467515635      -1.908745220752681E-002
  0.795070445380972        2.14541620633069       0.223482502609823     
 step:          200
   1.11763410093788        2.81728779814455        1.16174455806302     
   4.79133600505368      -6.815017001263020E-002 -0.387203054297234     
  0.287511846714336        1.78871772541777       0.592787400395630     
 step:          250
   1.08077144584202        3.07132435429811        1.68490287937204     
   4.56023753240045       0.176267676289373      -0.608554381742832     
  0.210380487048239        1.87620172622769        1.03548963320964     
 step:          300
  0.629268149155573        2.95764080432579        1.50066852832781     
   4.91986703976921       0.507521155081082      -0.181707813721768     
 -4.648760283547796E-002   1.52025540375019        1.09468999372016     
 step:          350
  0.207267055509293        3.40301308251092        1.57002148872497     
   5.04409217362926      -0.164981127648658       0.668726125091876     
  7.105475285600411E-003   1.40998859239561        1.12989230524177     
 step:          400
  0.359986992737450        3.15818148017143        1.57052356550386     
   4.79327090328015      -0.144464373587258       0.675422551815898     
  0.138955665506894        1.23525189178508        1.33488901115294     
 step:          450
 -0.268600396033839        2.99276353592595        1.52157958014905     
   4.69670102025627       0.207522149351857       0.932954573235418     
 -5.077461077694883E-002   1.04179841742189        1.59585358706426     
 step:          500
 -0.210974230810536        2.49356596233437        1.42100051445187     
   4.54171008360361       8.848699305853258E-002   1.16207740066022     
 -0.143977691726726       0.962551764430277        1.67267604222248     
 step:          550
 -0.599695496088256        2.86962524181386        1.45832283019672     
   4.84752653875082      -2.231295981167008E-002   1.87034901445709     
 -0.148996650913871       0.869867981571084        1.60522620323286     
 step:          600
 -0.282874601827346        2.47130063175930        1.62762681331412     
   4.79906950163527      -1.506830987981356E-003   2.44494544613960     
 -0.311996298547972       0.782093205040156        1.61709032113858     
 step:          650
 -0.680844598464425        2.96615474553342        1.61300190471657     
   4.67517048960531       0.485572937046043        2.78901734215653     
 -0.272255570415543       0.991941170886722        1.57019600481196     
 step:          700
 -0.825470551976302        2.98332763385745        1.60531377612309     
   4.87043581306554       0.240427052588713        3.11650798323050     
 -0.328799988478247        1.11549182250270        1.41598769066247     
 step:          750
 -0.649046399975953        2.89072456374387        1.58063213650681     
   4.80263046389563       0.174089033314132        3.23369679307023     
 -6.379424383765707E-002   1.45287181374825        1.78414173391718     
 step:          800
 -0.676684774812238        2.94658329942970        1.68504494138728     
   4.67384055507036       0.192644366205611        3.63281594889215     
  0.150435768891986        1.40207847756221        2.01302372805120     
 step:          850
 -0.609517489063550        3.14133721868503        1.74814920990425     
   4.72951003685347      -0.149146495385685        3.69789498541432     
 -0.129616784947861        1.65747912751002        2.55988087546176     
 step:          900
 -0.371148479569095        2.98437330255242        1.68423359035753     
   4.79975986393018      -0.179702501179624        3.94129548831907     
  9.626075854396116E-002   1.73676490997084        2.55974854830427     
 step:          950
  2.258962108195311E-002   2.92865078024389        1.72744957175116     
   4.78580696406194      -0.285334512402818        3.98329645281158     
 -0.515470399498494        1.70325767470746        3.05120221244110     
 step:         1000
  6.641547499913707E-002   3.16796935194794        1.70311645243768     
   4.80139826652989      -0.168646727404504        3.88794299413416     
 -0.256105321540211        1.74551038143738        2.96568215479633     
 step:         1050
 -0.193359803778921        3.20195184318237        1.71672911857564     
   4.73392746621818      -8.954253328269683E-002   3.94751420765951     
  5.651647103583998E-002   1.81598904508750        2.88900549904099     
 step:         1100
 -0.180614487591329        2.77208707831757        1.62834030197294     
   4.61652733968624       1.442240390445491E-002   3.87097329268912     
 -8.791514744185887E-002   1.80842843210757        2.78785469927936     
 step:         1150
 -0.306871789645773        2.97850616846897        1.65885665786905     
   4.64984146565009       0.279996142896345        3.82916031096573     
  8.801323769023982E-002   1.63913176899118        2.72782769875883     
 step:         1200
 -0.563772999880895        3.00077847248175        1.65837000759224     
   4.78210851727591       0.106508455774688        3.51050421112539     
 -0.329218571213455        1.51105287035743        2.54698095101206     
 step:         1250
 -0.750281037176484        3.05447008971239        1.65725401864219     
   4.61260078074358       0.234053798527526        3.24619023405828     
 -0.146619880372698        1.54424516345282        2.47211578788433     
 step:         1300
 -0.801482724831758        3.29112937340516        1.49178458228819     
   4.58515873657314       4.578708657459903E-002   3.22391460832749     
 -0.160797637987619        1.67382412117381        2.25217431118924     
 step:         1350
 -0.942751484942580        3.16983687771564        1.57547640041266     
   4.81339114550762      -0.190727258046185        3.11205450197028     
 -7.613379617741005E-002   1.68536170115699        2.25584091716925     
 step:         1400
 -0.733967317327110        3.05011162758957        1.60063926004360     
   4.79883100602757      -0.107776641765975        2.41490898867219     
  9.149754482105928E-002   1.57033270459965        2.24432639740574     
 step:         1450
 -0.503852488331313        3.15189630606969        1.62261273084861     
   4.73669202659774      -1.018987567026098E-002   2.39730725766457     
  8.304333531960646E-003   1.50581515602980        2.37341793981535     
 step:         1500
 -0.642387946615680        2.94906844395116        1.76975749679100     
   4.71282738643546       6.610340018701721E-002   2.41924447348427     
  4.870150986215896E-002   1.53224382562787        2.45929067293175     
 step:         1550
 -0.743377394561542        3.03193810867418        1.86914411397044     
   4.67001264871674       4.114312634097277E-002   2.09389015346931     
 -0.144842352374646        1.63493063755163        2.54350031468126     
 step:         1600
 -0.642308312764750        3.24881975012351        1.74830272290838     
   4.59660593433480      -5.619912782048402E-002   2.06346378331931     
 -0.153918787774941        1.74397282570327        2.42252140852920     
 step:         1650
 -0.623320576008181        3.07088823228682        1.67173540939173     
   4.89899512527745      -0.113702435643826        2.18192820972170     
  5.851580022554456E-002   1.66997811956767        2.58906060305846     
 step:         1700
 -0.546663500425886        2.94845904122045        1.59968307899721     
   4.91243996951937      -7.880288491463215E-002   2.15069517596130     
 -0.180245874312116        1.77087867782721        2.68160707930160     
 step:         1750
 -0.528531416984954        2.92567170113036        1.69222675080382     
   4.81528829241453       4.252270770066783E-002   2.18051510535168     
